Va,Vb,Vc,Ia,Ib,Ic,fault_type
8761.392449,-4656.431201,-4104.961248,55.52073696,60.09635662,4.575619659,no fault
8764.004053,-4586.21448,-4177.789573,55.87017188,59.81647896,3.946307083,no fault
8765.837188,-4515.590385,-4250.246803,56.21464409,59.53128806,3.316643972,no fault
8766.89169,-4444.565189,-4322.326502,56.55412299,59.24080925,2.686686259,no fault
8767.167467,-4373.145201,-4394.022266,56.88857842,58.94506832,2.056489899,no fault
8766.664493,-4301.336765,-4465.327728,57.21798069,58.64409155,1.42611087,no fault
8765.382813,-4229.146259,-4536.236554,57.54230051,58.33790568,0.795605165,no fault
8763.322541,-4156.580096,-4606.742445,57.8615091,58.02653789,0.165028791,no fault
8760.483861,-4083.644722,-4676.839138,58.1755781,57.71001586,0.465562242,no fault
8756.867023,-4010.346615,-4746.520408,58.4844796,57.38836768,1.096111921,no fault
8752.47235,-3936.692285,-4815.780064,58.78818617,57.06162194,1.726564236,no fault
8747.300231,-3862.688276,-4884.611955,59.08667084,56.72980765,2.356863188,no fault
8741.351127,-3788.341161,-4953.009966,59.37990709,56.3929543,2.98695279,no fault
8734.625566,-3713.657543,-5020.968023,59.66786887,56.05109179,3.616777073,no fault
8727.124144,-3638.644057,-5088.480088,59.9505306,55.70425051,4.246280093,no fault
8718.847529,-3563.307365,-5155.540165,60.22786718,55.35246125,4.875405933,no fault
8709.796456,-3487.65416,-5222.142296,60.49985397,54.99575526,5.504098711,no fault
8699.971728,-3411.691161,-5288.280567,60.76646682,54.63416423,6.132302583,no fault
8689.374218,-3335.425116,-5353.949103,61.02768203,54.26772028,6.759961748,no fault
8678.004868,-3258.862799,-5419.142069,61.28347642,53.89645596,7.387020454,no fault
8665.864687,-3182.011011,-5483.853676,61.53382725,53.52040424,8.013423003,no fault
8652.954754,-3104.876578,-5548.078176,61.77871229,53.13959853,8.639113752,no fault
8639.276216,-3027.466353,-5611.809863,62.01810978,52.75407266,9.264037126,no fault
8624.830287,-2949.78721,-5675.043077,62.25199847,52.36386086,9.888137613,no fault
8609.618251,-2871.846051,-5737.7722,62.48035758,51.9689978,10.51135978,no fault
8593.641459,-2793.649797,-5799.991662,62.70316682,51.56951855,11.13364826,no fault
8576.901329,-2715.205395,-5861.695934,62.9204064,51.1654586,11.75494779,no fault
8559.39935,-2636.519813,-5922.879537,63.13205702,50.75685384,12.37520318,no fault
8541.137076,-2557.60004,-5983.537036,63.3380999,50.34374056,12.99435933,no fault
8522.116128,-2478.453086,-6043.663042,63.53851671,49.92615546,13.61236125,no fault
8502.338197,-2399.085982,-6103.252215,63.73328967,49.50413563,14.22915404,no fault
8481.805039,-2319.505777,-6162.299262,63.92240146,49.07771855,14.84468291,no fault
8460.518478,-2239.71954,-6220.798938,64.1058353,48.64694211,15.45889319,no fault
8438.480404,-2159.734358,-6278.746047,64.28357489,48.21184457,16.07173032,no fault
8415.692777,-2079.557336,-6336.135441,64.45560444,47.77246457,16.68313987,no fault
8392.157618,-1999.195596,-6392.962023,64.62190866,47.32884114,17.29306752,no fault
8367.87702,-1918.656275,-6449.220745,64.7824728,46.88101369,17.90145911,no fault
8342.853139,-1837.946529,-6504.90661,64.93728258,46.429022,18.50826058,no fault
8317.088197,-1757.073525,-6560.014671,65.08632426,45.97290621,19.11341804,no fault
8290.584483,-1676.044449,-6614.540034,65.22958459,45.51270685,19.71687774,no fault
8263.344351,-1594.866496,-6668.477856,65.36705085,45.04846478,20.31858607,no fault
8235.370222,-1513.546878,-6721.823344,65.49871083,44.58022125,20.91848959,no fault
8206.664579,-1432.092817,-6774.571762,65.62455284,44.10801784,21.516535,no fault
8177.229973,-1350.511551,-6826.718423,65.7445657,43.63189651,22.11266919,no fault
8147.069018,-1268.810323,-6878.258695,65.85873874,43.15189953,22.70683921,no fault
8116.184394,-1186.996393,-6929.188,65.96706183,42.66806956,23.29899227,no fault
8084.578842,-1105.077027,-6979.501815,66.06952534,42.18044956,23.88907578,no fault
8052.255172,-1023.059502,-7029.19567,66.16612017,41.68908285,24.47703732,no fault
8019.216254,-940.9511024,-7078.265152,66.25683775,41.19401307,25.06282468,no fault
7985.465023,-858.7591222,-7126.705901,66.34167001,40.6952842,25.6463858,no fault
7951.004477,-776.4908621,-7174.513615,66.42060942,40.19294055,26.22766887,no fault
7915.837676,-694.1536296,-7221.684047,66.49364896,39.68702672,26.80662225,no fault
7879.967745,-611.7547383,-7268.213007,66.56078216,39.17758766,27.3831945,no fault
7843.39787,-529.3015075,-7314.096363,66.62200304,38.66466862,27.95733442,no fault
7806.131299,-446.801261,-7359.330038,66.67730617,38.14831516,28.52899101,no fault
7768.171342,-364.2613271,-7403.910015,66.72668663,37.62857315,29.09811349,no fault
7729.521371,-281.6890373,-7447.832334,66.77014005,37.10548875,29.6646513,no fault
7690.18482,-199.0917264,-7491.093093,66.80766255,36.57910842,30.22855413,no fault
7650.165181,-116.4767309,-7533.68845,66.83925081,36.04947893,30.78977188,no fault
7609.466011,-33.85138934,-7575.614622,66.86490203,35.51664732,31.34825471,no fault
7568.090924,48.77695911,-7616.867883,66.88461391,34.9806609,31.90395301,no fault
7526.043596,131.4009749,-7657.444571,66.89838472,34.44156731,32.45681741,no fault
7483.327761,214.0133189,-7697.34108,66.90621322,33.89941441,33.0067988,no fault
7439.947213,296.606653,-7736.553866,66.90809872,33.35425038,33.55384835,no fault
7395.905806,379.1736408,-7775.079447,66.90404107,32.80612362,34.09791744,no fault
7351.207452,461.7069482,-7812.914401,66.8940406,32.25508284,34.63895776,no fault
7305.856122,544.1992441,-7850.055366,66.87809822,31.70117697,35.17692125,no fault
7259.855843,626.6432011,-7886.499044,66.85621535,31.14445522,35.71176012,no fault
7213.210701,709.0314959,-7922.242197,66.82839391,30.58496704,36.24342687,no fault
7165.924841,791.3568106,-7957.281651,66.79463639,30.02276213,36.77187427,no fault
7118.002462,873.6118323,-7991.614294,66.75494579,29.45789042,37.29705537,no fault
7069.44782,955.7892547,-8025.237075,66.70932562,28.89040209,37.81892353,no fault
7020.265229,1037.881778,-8058.147008,66.65777995,28.32034754,38.3374324,no fault
6970.459058,1119.882112,-8090.34117,66.60031334,27.74777742,38.85253592,no fault
6920.033731,1201.78297,-8121.816701,66.53693091,27.17274259,39.36418833,no fault
6868.993725,1283.57708,-8152.570805,66.46763829,26.59529411,39.87234418,no fault
6817.343577,1365.257174,-8182.600751,66.39244162,26.01548328,40.37695834,no fault
6765.087872,1446.815999,-8211.903871,66.3113476,25.43336161,40.87798599,no fault
6712.231253,1528.246309,-8240.477562,66.22436341,24.8489808,41.37538261,no fault
6658.778415,1609.540871,-8268.319286,66.1314968,24.26239276,41.86910404,no fault
6604.734106,1690.692465,-8295.42657,66.032756,23.67364959,42.35910641,no fault
6550.103126,1771.693881,-8321.797007,65.92814979,23.08280359,42.8453462,no fault
6494.890328,1852.537926,-8347.428253,65.81768746,22.48990724,43.32778022,no fault
6439.100616,1933.217417,-8372.318033,65.70137882,21.89501321,43.80636561,no fault
6382.738946,2013.725189,-8396.464135,65.5792342,21.29817434,44.28105987,no fault
6325.810325,2094.05409,-8419.864414,65.45126446,20.69944364,44.75182082,no fault
6268.319808,2174.196985,-8442.516793,65.31748096,20.0988743,45.21860667,no fault
6210.272503,2254.146755,-8464.419258,65.17789558,19.49651965,45.68137593,no fault
6151.673565,2333.896299,-8485.569864,65.03252073,18.89243322,46.14008751,no fault
6092.528201,2413.438533,-8505.966734,64.8813693,18.28666865,46.59470066,no fault
6032.841663,2492.766391,-8525.608054,64.72445474,17.67927975,47.045175,no fault
5972.619253,2571.872827,-8544.49208,64.56179098,17.07032047,47.49147051,no fault
5911.86632,2650.750815,-8562.617135,64.39339247,16.45984491,47.93354756,no fault
5850.588261,2729.393347,-8579.981609,64.21927416,15.84790729,48.37136687,no fault
5788.79052,2807.793439,-8596.583959,64.03945153,15.23456197,48.80488956,no fault
5726.478584,2885.944127,-8612.422711,63.85394054,14.61986342,49.23407711,no fault
5663.657989,2963.838469,-8627.496458,63.66275767,14.00386626,49.65889141,no fault
5600.334316,3041.469545,-8641.803861,63.46591991,13.38662519,50.07929472,no fault
5536.513188,3118.83046,-8655.343648,63.26344474,12.76819504,50.4952497,no fault
5472.200276,3195.914343,-8668.114618,63.05535014,12.14863075,50.9067194,no fault
5407.401291,3272.714346,-8680.115636,62.8416546,11.52798734,51.31366726,no fault
5342.121989,3349.223647,-8691.345636,62.62237711,10.90631995,51.71605715,no fault
5276.368169,3425.435452,-8701.803621,62.39753713,10.2836838,52.11385332,no fault
5210.145672,3501.342989,-8711.488661,62.16715464,9.660134198,52.50702044,no fault
5143.460379,3576.939517,-8720.399896,61.9312501,9.035726522,52.89552358,no fault
5076.318215,3652.21832,-8728.536535,61.68984447,8.410516241,53.27932823,no fault
5008.725142,3727.172712,-8735.897854,61.44295919,7.784558889,53.6584003,no fault
4940.687166,3801.796035,-8742.483201,61.19061619,7.157910067,54.03270613,no fault
4872.210329,3876.081661,-8748.29199,60.93283789,6.530625438,54.40221246,no fault
4803.300714,3950.02299,-8753.323705,60.66964718,5.90276072,54.76688646,no fault
4733.964443,4023.613456,-8757.577899,60.40106744,5.274371685,55.12669576,no fault
4664.207673,4096.846521,-8761.054194,60.12712253,4.645514149,55.48160838,no fault
4594.036601,4169.715681,-8763.752282,59.84783678,4.016243972,55.83159281,no fault
4523.457461,4242.214462,-8765.671923,59.563235,3.386617049,56.17661795,no fault
4452.476521,4314.336425,-8766.812946,59.27334247,2.756689307,56.51665316,no fault
4381.100086,4386.075164,-8767.17525,58.97818493,2.126516699,56.85166823,no fault
4309.334497,4457.424306,-8766.758803,58.67778861,1.496155202,57.18163341,no fault
4237.186127,4528.377515,-8765.563642,58.37218019,0.865660807,57.50651939,no fault
4164.661386,4598.928486,-8763.589872,58.06138682,0.235089519,57.8262973,no fault
4091.766716,4669.070954,-8760.83767,57.7454361,0.395502651,58.14093875,no fault
4018.508592,4738.798688,-8757.30728,57.42435609,1.026059691,58.45041578,no fault
3944.89352,4808.105495,-8752.999015,57.09817532,1.656525591,58.75470091,no fault
3870.92804,4876.985218,-8747.913258,56.76692275,2.286844348,59.0537671,no fault
3796.618722,4945.431739,-8742.050461,56.43062783,2.916959975,59.3475878,no fault
3721.972166,5013.438978,-8735.411144,56.0893204,3.546816501,59.6361369,no fault
3646.995003,5081.000894,-8727.995898,55.7430308,4.176357978,59.91938878,no fault
3571.693893,5148.111487,-8719.80538,55.39178978,4.805528487,60.19731827,no fault
3496.075525,5214.764794,-8710.840319,55.03562854,5.434272142,60.46990068,no fault
3420.146615,5280.954896,-8701.101511,54.67457872,6.062533093,60.73711181,no fault
3343.913907,5346.675913,-8690.589821,54.30867238,6.690255536,60.99892792,no fault
3267.384174,5411.922008,-8679.306182,53.93794204,7.317383711,61.25532575,no fault
3190.564213,5476.687384,-8667.251597,53.56242061,7.943861915,61.50628252,no fault
3113.460848,5540.966289,-8654.427137,53.18214146,8.569634499,61.75177596,no fault
3036.080927,5604.753013,-8640.83394,52.79713836,9.194645878,61.99178424,no fault
2958.431324,5668.041891,-8626.473215,52.40744552,9.818840536,62.22628605,no fault
2880.518936,5730.827301,-8611.346236,52.01309754,10.44216303,62.45526057,no fault
2802.350683,5793.103665,-8595.454348,51.61412946,11.06455799,62.67868745,no fault
2723.933509,5854.865452,-8578.798962,51.21057671,11.68597013,62.89654684,no fault
2645.27438,5916.107177,-8561.381557,50.80247514,12.30634425,63.1088194,no fault
2566.380283,5976.823398,-8543.203681,50.38986101,12.92562526,63.31548627,no fault
2487.258224,6037.008724,-8524.266948,49.97277095,13.54375814,63.51652909,no fault
2407.915233,6096.657807,-8504.573041,49.55124202,14.16068798,63.71193,no fault
2328.358358,6155.76535,-8484.123708,49.12531167,14.77635999,63.90167165,no fault
2248.594663,6214.326103,-8462.920766,48.69501771,15.39071948,64.08573719,no fault
2168.631236,6272.334863,-8440.966099,48.26039839,16.00371187,64.26411026,no fault
2088.475178,6329.786478,-8418.261656,47.8214923,16.61528272,64.43677502,no fault
2008.13361,6386.675845,-8394.809455,47.37833842,17.22537771,64.60371613,no fault
1927.613668,6442.99791,-8370.611578,46.93097613,17.83394264,64.76491877,no fault
1846.922504,6498.747671,-8345.670175,46.47944516,18.44092346,64.92036861,no fault
1766.067286,6553.920175,-8319.987461,46.02378561,19.04626624,65.07005185,no fault
1685.055195,6608.510523,-8293.565718,45.56403796,19.64991723,65.21395519,no fault
1603.893428,6662.513864,-8266.407292,45.10024306,20.2518228,65.35206586,no fault
1522.589194,6715.925403,-8238.514597,44.63244208,20.85192948,65.48437157,no fault
1441.149715,6768.740394,-8209.890108,44.1606766,21.45018398,65.61086058,no fault
1359.582224,6820.954146,-8180.53637,43.68498851,22.04653315,65.73152165,no fault
1277.893968,6872.562022,-8150.45599,43.20542006,22.64092401,65.84634407,no fault
1196.092202,6923.559437,-8119.651639,42.72201386,23.23330378,65.95531764,no fault
1114.184192,6973.941861,-8088.126053,42.23481284,23.82361984,66.05843268,no fault
1032.177213,7023.70482,-8055.882033,41.74386028,24.41181974,66.15568002,no fault
950.0785508,7072.843893,-8022.922443,41.24919979,24.99785124,66.24705103,no fault
867.895497,7121.354714,-7989.250211,40.75087531,25.58166229,66.3325376,no fault
785.6353517,7169.232976,-7954.868328,40.2489311,26.16320103,66.41213212,no fault
703.3054217,7216.474425,-7919.779847,39.74341174,26.7424158,66.48582754,no fault
620.91302,7263.074865,-7883.987885,39.23436214,27.31925515,66.5536173,no fault
538.4654653,7309.030157,-7847.495622,38.72182753,27.89366786,66.61549538,no fault
455.970081,7354.336218,-7810.3063,38.20585341,28.46560288,66.67145629,no fault
373.4341948,7398.989025,-7772.42322,37.68648563,29.03500943,66.72149506,no fault
290.865138,7442.984611,-7733.849749,37.16377032,29.60183692,66.76560723,no fault
208.2702449,7486.319068,-7694.589313,36.6377539,30.166035,66.8037889,no fault
125.6568521,7528.988547,-7654.645399,36.10848311,30.72755356,66.83603667,no fault
43.03229761,7570.989257,-7614.021555,35.57600495,31.28634272,66.86234768,no fault
-39.5960792,7612.317468,-7572.721389,35.04036673,31.84235285,66.88271958,no fault
-122.2209388,7652.96951,-7530.748571,34.50161602,32.39553456,66.89715058,no fault
-204.8349421,7692.94177,-7488.106828,33.95980067,32.94583871,66.90563938,no fault
-287.4307508,7732.230699,-7444.799948,33.41496882,33.49321642,66.90818524,no fault
-370.0010281,7770.832806,-7400.831778,32.86716886,34.03761907,66.90478792,no fault
-452.5384398,7808.744663,-7356.206223,32.31644944,34.5789983,66.89544774,no fault
-535.0356545,7845.962902,-7310.927248,31.76285949,35.11730602,66.88016551,no fault
-617.4853442,7882.484217,-7264.998873,31.20644818,35.65249442,66.8589426,no fault
-699.8801853,7918.305365,-7218.42518,30.64726493,36.18451597,66.83178089,no fault
-782.2128589,7953.423163,-7171.210304,30.08535941,36.71332339,66.7986828,no fault
-864.4760519,7987.834492,-7123.35844,29.52078154,37.23886972,66.75965126,no fault
-946.6624571,8021.536295,-7074.873838,28.95358146,37.76110829,66.71468975,no fault
-1028.764774,8054.525579,-7025.760804,28.38380956,38.27999269,66.66380225,no fault
-1110.775711,8086.799413,-6976.023702,27.81151644,38.79547684,66.60699328,no fault
-1192.687981,8118.354931,-6925.66695,27.23675294,39.30751496,66.5442679,no fault
-1274.494311,8149.18933,-6874.695019,26.65957011,39.81606155,66.47563166,no fault
-1356.187432,8179.299871,-6823.112439,26.08001923,40.32107145,66.40109068,no fault
-1437.760089,8208.683879,-6770.92379,25.49815177,40.82249981,66.32065157,no fault
-1519.205036,8237.338744,-6718.133708,24.91401941,41.32030207,66.23432148,no fault
-1600.515038,8265.261921,-6664.746883,24.32767405,41.81443402,66.14210807,no fault
-1681.682873,8292.45093,-6610.768057,23.73916776,42.30485177,66.04401953,no fault
-1762.701332,8318.903355,-6556.202024,23.14855282,42.79151176,65.94006459,no fault
-1843.563217,8344.616848,-6501.053631,22.5558817,43.27437077,65.83025246,no fault
-1924.261346,8369.589123,-6445.327777,21.96120702,43.75338589,65.71459291,no fault
-2004.788551,8393.817963,-6389.029412,21.36458163,44.22851459,65.59309621,no fault
-2085.137679,8417.301215,-6332.163536,20.76605851,44.69971465,65.46577316,no fault
-2165.301594,8440.036794,-6274.735201,20.16569083,45.16694422,65.33263505,no fault
-2245.273173,8462.02268,-6216.749507,19.56353191,45.63016181,65.19369372,no fault
-2325.045315,8483.256921,-6158.211606,18.95963525,46.08932626,65.04896151,no fault
-2404.610932,8503.737629,-6099.126697,18.35405448,46.54439679,64.89845128,no fault
-2483.962958,8523.462987,-6039.500029,17.7468434,46.99533298,64.74217639,no fault
-2563.094344,8542.431241,-5979.336897,17.13805595,47.44209478,64.58015072,no fault
-2641.998061,8560.640707,-5918.642645,16.52774619,47.88464249,64.41238867,no fault
-2720.667101,8578.089767,-5857.422666,15.91596834,48.32293681,64.23890514,no fault
-2799.094475,8594.776872,-5795.682397,15.30277674,48.75693881,64.05971554,no fault
-2877.273218,8610.700539,-5733.427321,14.68822585,49.18660993,63.87483579,no fault
-2955.196384,8625.859354,-5670.662969,14.07237028,49.61191202,63.6842823,no fault
-3032.857053,8640.25197,-5607.394917,13.45526472,50.03280729,63.48807201,no fault
-3110.248326,8653.877109,-5543.628783,12.83696398,50.44925836,63.28622234,no fault
-3187.363329,8666.73356,-5479.370232,12.21752299,50.86122823,63.07875122,no fault
-3264.195211,8678.820182,-5414.624971,11.59699676,51.26868032,62.86567708,no fault
-3340.737149,8690.135901,-5349.398752,10.97544043,51.67157842,62.64701884,no fault
-3416.982343,8700.679712,-5283.697369,10.35290919,52.06988676,62.42279594,no fault
-3492.924021,8710.450679,-5217.526657,9.729458341,52.46356994,62.19302828,no fault
-3568.555438,8719.447932,-5150.892494,9.105143268,52.85259301,61.95773628,no fault
-3643.869875,8727.670674,-5083.8008,8.480019424,53.23692141,61.71694084,no fault
-3718.860642,8735.118174,-5016.257532,7.854142334,53.616521,61.47066333,no fault
-3793.521078,8741.78977,-4948.268692,7.227567595,53.99135806,61.21892565,no fault
-3867.844552,8747.68487,-4879.840318,6.600350861,54.36139929,60.96175015,no fault
-3941.824462,8752.80295,-4810.978488,5.972547844,54.72661183,60.69915967,no fault
-4015.454236,8757.143555,-4741.689319,5.344214312,55.08696323,60.43117755,no fault
-4088.727334,8760.7063,-4671.978966,4.715406074,55.4424215,60.15782757,no fault
-4161.637248,8763.490869,-4601.853621,4.086178987,55.79295504,59.87913403,no fault
-4234.177501,8765.497013,-4531.319513,3.45658894,56.13853274,59.59512168,no fault
-4306.341649,8766.724556,-4460.382906,2.826691859,56.47912388,59.30581574,no fault
-4378.123284,8767.173387,-4389.050103,2.196543695,56.81469823,59.01124192,no fault
-4449.516029,8766.843467,-4317.327439,1.56620042,57.14522596,58.71142638,no fault
-4520.513541,8765.734826,-4245.221284,0.935718026,57.47067773,58.40639575,no fault
-4591.109516,8763.847561,-4172.738045,0.305152517,57.79102461,58.09617713,no fault
-4661.297682,8761.181841,-4099.884159,0.325440099,58.10623817,57.78079807,no fault
-4731.071804,8757.737902,-4026.666098,0.956003808,58.41629039,57.46028658,no fault
-4800.425685,8753.516049,-3953.090364,1.5864826,58.72115374,57.13467114,no fault
-4869.353164,8748.516659,-3879.163495,2.216820471,59.02080114,56.80398066,no fault
-4937.84812,8742.740176,-3804.892056,2.846961433,59.31520596,56.46824453,no fault
-5005.904467,8736.187111,-3730.282644,3.476849512,59.60434207,56.12749256,no fault
-5073.516161,8728.858048,-3655.341887,4.106428756,59.88818378,55.78175503,no fault
-5140.677196,8720.753637,-3580.076441,4.735643245,60.16670587,55.43106263,no fault
-5207.381606,8711.874598,-3504.492992,5.364437086,60.43988361,55.07544653,no fault
-5273.623466,8702.22172,-3428.598254,5.992754427,60.70769273,54.7149383,no fault
-5339.396893,8691.795861,-3352.398968,6.620539458,60.97010944,54.34956998,no fault
-5404.696043,8680.597946,-3275.901903,7.247736415,61.22711044,53.97937402,no fault
-5469.515117,8668.62897,-3199.113853,7.874289587,61.47867288,53.6043833,no fault
-5533.848357,8655.889997,-3122.041639,8.500143319,61.72477444,53.22463112,no fault
-5597.690049,8642.382157,-3044.692108,9.12524202,61.96539325,52.84015123,no fault
-5661.034522,8628.106651,-2967.072129,9.749530165,62.20050793,52.45097776,no fault
-5723.876148,8613.064746,-2889.188598,10.3729523,62.4300976,52.0571453,no fault
-5786.209347,8597.257779,-2811.048432,10.99545305,62.65414187,51.65868882,no fault
-5848.028582,8580.687155,-2732.658573,11.61697712,62.87262084,51.25564372,no fault
-5909.32836,8563.354343,-2654.025983,12.2374693,63.0855151,50.84804579,no fault
-5970.103238,8545.260886,-2575.157647,12.85687449,63.29280573,50.43593125,no fault
-6030.347817,8526.408388,-2496.060571,13.47513765,63.49447434,50.01933669,no fault
-6090.056746,8506.798526,-2416.741781,14.09220387,63.690503,49.59829913,no fault
-6149.22472,8486.433041,-2337.208321,14.70801834,63.8808743,49.17285596,no fault
-6207.846485,8465.313742,-2257.467257,15.32252636,64.06557133,48.74304497,no fault
-6265.916833,8443.442505,-2177.525672,15.93567334,64.24457769,48.30890435,no fault
-6323.430605,8420.821272,-2097.390666,16.54740483,64.41787747,47.87047264,no fault
-6380.382695,8397.452053,-2017.069358,17.15766648,64.58545529,47.42778881,no fault
-6436.768041,8373.336924,-1936.568883,17.76640409,64.74729625,46.98089216,no fault
-6492.581637,8348.478027,-1855.89639,18.37356358,64.90338598,46.5298224,no fault
-6547.818524,8322.87757,-1775.059045,18.97909103,65.05371062,46.07461959,no fault
-6602.473796,8296.537826,-1694.06403,19.58293265,65.19825682,45.61532417,no fault
-6656.542598,8269.461136,-1612.918538,20.18503479,65.33701172,45.15197693,no fault
-6710.020128,8241.649905,-1531.629777,20.78534399,65.46996302,44.68461903,no fault
-6762.901635,8213.106603,-1450.204968,21.38380691,65.59709889,44.21329198,no fault
-6815.182421,8183.833765,-1368.651343,21.9803704,65.71840806,43.73803766,no fault
-6866.857844,8153.833992,-1286.976147,22.57498147,65.83387973,43.25889826,no fault
-6917.923313,8123.109948,-1205.186635,23.16758729,65.94350366,42.77591637,no fault
-6968.374292,8091.664362,-1123.29007,23.75813524,66.0472701,42.28913486,no fault
-7018.206299,8059.500028,-1041.293729,24.34657285,66.14516985,41.79859699,no fault
-7067.414909,8026.619803,-959.2048934,24.93284786,66.23719419,41.30434633,no fault
-7115.99575,7993.026606,-877.0308561,25.51690819,66.32333497,40.80642678,no fault
-7163.944508,7958.723423,-794.7789158,26.09870197,66.40358453,40.30488256,no fault
-7211.256922,7923.7133,-712.4563786,26.6781775,66.47793573,39.79975823,no fault
-7257.928791,7887.999348,-630.070557,27.25528333,66.54638199,39.29109866,no fault
-7303.955968,7851.584737,-547.6287688,27.82996818,66.6089172,38.77894902,no fault
-7349.334366,7814.472703,-465.1383371,28.40218101,66.66553583,38.26335482,no fault
-7394.059954,7776.666543,-382.6065891,28.971871,66.71623284,37.74436184,no fault
-7438.128758,7738.169614,-300.0408558,29.53898755,66.76100373,37.22201618,no fault
-7481.536865,7698.985336,-217.4484712,30.10348026,66.79984452,36.69636426,no fault
-7524.280418,7659.11719,-134.8367715,30.66529902,66.83275176,36.16745274,no fault
-7566.355621,7618.568716,-52.21309479,31.2243939,66.85972253,35.63532863,no fault
-7607.758737,7577.343518,30.41521975,31.78071526,66.88075444,35.10003918,no fault
-7648.486088,7535.445255,113.0408326,32.33421366,66.89584561,34.56163194,no fault
-7688.534056,7492.877651,195.6564046,32.88483996,66.9049947,34.02015474,no fault
-7727.899084,7449.644487,278.2545972,33.43254524,66.90820091,33.47565567,no fault
-7766.577675,7405.749602,360.8280736,33.97728084,66.90546394,32.9281831,no fault
-7804.566394,7361.196895,443.3694992,34.51899838,66.89678404,32.37778566,no fault
-7841.861866,7315.990324,525.8715421,35.05764975,66.88216198,31.82451223,no fault
-7878.460779,7270.133905,608.3268741,35.5931871,66.86159907,31.26841197,no fault
-7914.359881,7223.63171,690.728171,36.12556285,66.83509712,30.70953426,no fault
-7949.555984,7176.487871,773.0681134,36.65472973,66.80265849,30.14792876,no fault
-7984.045961,7128.706574,855.3393874,37.18064071,66.76428606,29.58364534,no fault
-8017.82675,7080.292065,937.5346852,37.7032491,66.71998324,29.01673414,no fault
-8050.895348,7031.248643,1019.646706,38.22250847,66.66975397,28.4472455,no fault
-8083.24882,6981.580665,1101.668155,38.7383727,66.6136027,27.87523001,no fault
-8114.884291,6931.292542,1183.591749,39.25079596,66.55153443,27.30073848,no fault
-8145.79895,6880.388742,1265.410208,39.75973273,66.48355467,26.72382194,no fault
-8175.990053,6828.873786,1347.116267,40.26513782,66.40966946,26.14453163,no fault
-8205.454917,6776.75225,1428.702667,40.76696633,66.32988535,25.56291902,no fault
-8234.190925,6724.028764,1510.162161,41.26517368,66.24420944,24.97903576,no fault
-8262.195524,6670.70801,1591.487514,41.75971562,66.15264934,24.39293372,no fault
-8289.466228,6616.794726,1672.671502,42.25054822,66.05521317,23.80466496,no fault
-8316.000613,6562.2937,1753.706913,42.73762788,65.9519096,23.21428172,no fault
-8341.796323,6507.209773,1834.58655,43.22091134,65.8427478,22.62183647,no fault
-8366.851067,6451.547838,1915.303229,43.70035567,65.72773747,22.0273818,no fault
-8391.162618,6395.312839,1995.849779,44.17591828,65.60688882,21.43097054,no fault
-8414.728818,6338.509771,2076.219046,44.64755693,65.48021259,20.83265566,no fault
-8437.547572,6281.143681,2156.403892,45.11522972,65.34772002,20.2324903,no fault
-8459.616855,6223.219662,2236.397193,45.57889513,65.2094229,19.63052777,no fault
-8480.934706,6164.742862,2316.191844,46.03851195,65.06533349,19.02682155,no fault
-8501.499232,6105.718473,2395.780758,46.49403936,64.91546461,18.42142525,no fault
-8521.308605,6046.151739,2475.156865,46.94543691,64.75982956,17.81439265,no fault
-8540.361066,5986.047951,2554.313114,47.39266449,64.59844217,17.20577768,no fault
-8558.654923,5925.412448,2633.242474,47.83568238,64.43131677,16.59563439,no fault
-8576.18855,5864.250615,2711.937935,48.27445123,64.25846821,15.98401698,no fault
-8592.960391,5802.567886,2790.392505,48.70893206,64.07991184,15.37097978,no fault
-8608.968956,5740.369739,2868.599217,49.13908629,63.89566352,14.75657723,no fault
-8624.212822,5677.661699,2946.551123,49.5648757,63.70573962,14.14086393,no fault
-8638.690635,5614.449336,3024.241299,49.98626247,63.51015701,13.52389454,no fault
-8652.401111,5550.738266,3101.662845,50.40320917,63.30893306,12.90572389,no fault
-8665.343029,5486.534147,3178.808883,50.81567877,63.10208565,12.28640688,no fault
-8677.515242,5421.842682,3255.672561,51.22363462,62.88963314,11.66599852,no fault
-8688.916668,5356.669617,3332.247051,51.6270405,62.67159441,11.04455391,no fault
-8699.546294,5291.020743,3408.525552,52.02586056,62.44798883,10.42212827,no fault
-8709.403177,5224.901889,3484.501288,52.42005939,62.21883626,9.798776866,no fault
-8718.486439,5158.318929,3560.16751,52.80960197,61.98415705,9.174555081,no fault
-8726.795275,5091.277778,3635.517497,53.19445369,61.74397205,8.54951836,no fault
-8734.328947,5023.78439,3710.544557,53.57458037,61.49830259,7.923722221,no fault
-8741.086785,4955.84476,3785.242025,53.94994825,61.2471705,7.29722225,no fault
-8747.068189,4887.464923,3859.603266,54.32052398,60.99059808,6.670074098,no fault
-8752.272628,4818.650954,3933.621674,54.68627465,60.72860813,6.042333471,no fault
-8756.69964,4749.408964,4007.290676,55.04716777,60.4612239,5.414056129,no fault
-8760.348831,4679.745104,4080.603727,55.40317129,60.18846917,4.785297879,no fault
-8763.219877,4609.665562,4153.554315,55.75425357,59.91036814,4.156114571,no fault
-8765.312523,4539.176563,4226.13596,56.10038344,59.62694553,3.526562092,no fault
-8766.626584,4468.284368,4298.342215,56.44153015,59.33822651,2.896696364,no fault
